term,name,definition,category,provenance,provenance_uri,note
respirationEcosystem,"Respiration, ecosystem",Gross carbon dioxide production by all organisms in an ecosystem. Ecosystem respiration is the sum of all respiration occurring by the living organisms in a specific ecosystem.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
respirationNet,"Respiration, net",Net respiration,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
retene,Retene,"Retene (C18H18), a polycyclic aromatic hydrocarbon (PAH), also known as methyl isopropyl phenanthrene or 1-methyl-7-isopropyl phenanthrene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
rheniumTotal,"Rhenium, total",Total Rhenium (Re),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
roundness,Roundness,"Roundness is the measure of how closely the shape of an object approaches that of a mathematically perfect circle. Roundness applies in two dimensions, such as the cross sectional circles along a cylindrical object such as a shaft or a cylindrical roller for a bearing. In geometric dimensioning and tolerancing, control of a cylinder can also include its fidelity to the longitudinal axis, yielding cylindricity. The analogue of roundness in three dimensions (that is, for spheres) is sphericity.",,Wikipedia,https://en.wikipedia.org/wiki/Roundness_(object),Added to support Critical Zone Observatory (CZO) data use cases. 
rubidium,Rubidium,"A chemical element with symbol Rb and atomic number 37. Rubidium is a soft, silvery-white metallic element of the alkali metal group, with a standard atomic weight of 85.4678. Elemental rubidium is highly reactive, with properties similar to those of other alkali metals, including rapid oxidation in air. On Earth, natural rubidium comprises two isotopes: 72% is the stable isotope, 85Rb; 28% is the slightly radioactive 87Rb, with a half-life of 49 billion years—more than three times longer than the estimated age of the universe.",,Wikipedia,https://en.wikipedia.org/wiki/Rubidium,Added to support Critical Zone Observatory (CZO) data use cases. 
ruthenium_106,Ruthenium-106,The most stable isotope of ruthenium with a half life of 373.59 days.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
salicorniaBigeloviiCoverage,Salicornia bigelovii coverage,Areal coverage of the plant Salicornia bigelovii,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
salicorniaVirginicaCoverage,Salicornia virginica coverage,Areal coverage of the plant Salicornia virginica,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
salinity,Salinity,Salinity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
samarium,Samarium,"A chemical element with symbol Sm and atomic number 62. It is a moderately hard silvery metal that slowly oxidizes in air. Being a typical member of the lanthanide series, samarium usually assumes the oxidation state +3.",,Wikipedia,https://en.wikipedia.org/wiki/Samarium,Added to support Critical Zone Observatory (CZO) data use cases. 
samariumDissolved,"Samarium, dissolved","Dissolved Samarium (Sm). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Samarium,Added to support Critical Zone Observatory (CZO) data use cases. 
Sand,Sand,USDA particle size distribution category. 0.5 to 2 mm diameter fine earth particles. ,,NRCS USDA ,,See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253
sapFlow,Sap flow,Movement of xylem sap in trees.,,,http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV&id=1157579162,Added to support Critical Zone Observatory (CZO) data use cases. 
scandium,Scandium,"A chemical element with symbol Sc and atomic number 21. A silvery-white metallic d-block element, it has historically been classified as a rare-earth element, together with yttrium and the lanthanides. It was discovered in 1879 by spectral analysis of the minerals euxenite and gadolinite from Scandinavia.",,Wikipedia,https://en.wikipedia.org/wiki/Scandium,Added to support Critical Zone Observatory (CZO) data use cases. 
scatterAntiStokes,"Scatter, anti-stokes",The material loses energy and the emitted photon has a higher energy than the absorbed photon. This outcome is labeled anti-Stokes Raman scattering.,,Wikipedia,https://en.wikipedia.org/wiki/Raman_scattering#Stokes_and_anti-Stokes,Added to support Critical Zone Observatory (CZO) data use cases. 
scatterStokes,"Scatter, Stokes",The material absorbs energy and the emitted photon has a lower energy than the incident photon. This outcome is labeled Stokes Raman scattering in honor of George Stokes who showed in 1852 that fluorescence is due to light emission at longer wavelength (now known to correspond to lower energy) than the absorbed incident light.,,Wikipedia,https://en.wikipedia.org/wiki/Raman_scattering#Stokes_and_anti-Stokes,Added to support Critical Zone Observatory (CZO) data use cases. 
secchiDepth,Secchi depth,Secchi depth,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sedimentPassingSieve,"Sediment, passing sieve",The amount of sediment passing a sieve in a gradation test,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sedimentRetainedOnSieve,"Sediment, retained on sieve",The amount of sediment retained on a sieve in a gradation test,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sedimentSuspended,"Sediment, suspended",Suspended Sediment,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
seismicRefraction,Seismic refraction,"Seismic refraction is a geophysical principle (see refraction) governed by Snell's Law. Used in the fields of engineering geology, geotechnical engineering and exploration geophysics, seismic refraction traverses (seismic lines) are performed using a seismograph(s) and/or geophone(s), in an array and an energy source.",,Wikipedia,https://en.wikipedia.org/wiki/Seismic_refraction,Added to support Critical Zone Observatory (CZO) data use cases. 
seleniumDissolved,"Selenium, dissolved","Dissolved selenium (Se). For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
seleniumDistributionCoefficient,"Selenium, distribution coefficient",Ratio of concentrations of selenium in two phases in equilibrium with each other. Phases must be specified.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
seleniumParticulate,"Selenium, particulate",Particulate selenium (Se) in suspension,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
seleniumTotal,"Selenium, total","Total Selenium (Se). For chemical terms, total indicates an unfiltered sample",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sensibleHeatFlux,Sensible heat flux,Sensible Heat Flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sequenceNumber,Sequence number,A counter of events in a sequence,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
shannonDiversityIndex,Shannon diversity index,"A diversity index that is based on the number of taxa, and the proportion of individuals in each taxa relative to the entire community, evaluated as entropy. Also known as Shannon-Weaver diversity index, the Shannon-Wiener index, the Shannon index and the Shannon entropy.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
shannonEvennessIndex,Shannon evenness index,"A dimensionless diversity index, calculated as a ratio of the Shannon diversity index over its maximum. Also known as the Shannon Weaver evenness index",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sigma_t,Sigma-t,"Density of seawater calculated with in situ salinity and temperature, but pressure equal to zero, rather than the in situ pressure, and 1000 kg/m^3 is subtracted. Defined as (S,T)-1000 kg m-3, where (S,T) is the density of a sample of seawater at temperature T and salinity S, measured in kg m-3, at standard atmospheric pressure.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
signalQuality,Signal quality,Internal signature measurent quality,,,https://tech.africa/the-difference-between-signal-strength-and-quality/,Added to support Critical Zone Observatory (CZO) data use cases. 
signalToNoiseRatio,Signal-to-noise ratio,"Signal-to-noise ratio (often abbreviated SNR or S/N) is defined as the ratio of a signal power to the noise power corrupting the signal. The higher the ratio, the less obtrusive the background noise is.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silica,Silica,Silica (SiO2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silicaDissolved,"Silica, dissolved",Dissolved silica (SiO2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silicate,Silicate,"Silicate. Chemical compound containing silicon, oxygen, and one or more metals, e.g., aluminum, barium, beryllium, calcium, iron, magnesium, manganese, potassium, sodium, or zirconium.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silicicAcid,Silicic acid,Hydrated silica disolved in water,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silicicAcidFlux,Silicic acid flux,Silicate acid (H4SiO4) flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silicon,Silicon,Silicon (Si),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
siliconDissolved,"Silicon, dissolved",Dissolved Silicon (Si),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
siliconTotal,"Silicon, total",Total silicon (Si),,Wikipedia,https://en.wikipedia.org/wiki/Silicon,Added to support Critical Zone Observatory (CZO) data use cases. 
Silt,Silt,USDA particle size distribution category. 0.002 to 0.5 mm diameter fine earth particles. ,,NRCS USDA ,,See description at http://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/ref/?cid=nrcs142p2_054253
silver,Silver,"A chemical element with symbol Ag (from the Latin argentum, derived from the Proto-Indo-European h₂erǵ: ""shiny"" or ""white"") and atomic number 47. A soft, white, lustrous transition metal, it exhibits the highest electrical conductivity, thermal conductivity, and reflectivity of any metal. The metal is found in the Earth's crust in the pure, free elemental form (""native silver""), as an alloy with gold and other metals, and in minerals such as argentite and chlorargyrite. Most silver is produced as a byproduct of copper, gold, lead, and zinc refining.",,Wikipedia,https://en.wikipedia.org/wiki/Silver,Added to support Critical Zone Observatory (CZO) data use cases. 
silverDissolved,"Silver, dissolved","Dissolved silver (Ag). For chemical terms, dissolved indicates a filtered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
silverTotal,"Silver, total","Total Silver (Ag). For chemical terms, total represents an unfiltered sample.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
slope,Slope,Ratio between two variables in a linear relationship.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
snowDepth,Snow depth,Snow depth,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
snowLayerHardness,Snow layer hardness,"Snow layers within the snowpack are a record of the winter’s weather. Like tree rings or strata of rock, layers can be traced to dates and conditions that formed them. One of the most important characteristics of a layer is its hardness. Harder snow is stronger and cohesive, while softer snow is weaker. ",,,http://cbavalanchecenter.org/interpreting-snowpack-layers-and-hardness/,Added to support Critical Zone Observatory (CZO) data use cases. 
snowWaterEquivalent,Snow water equivalent,"The depth of water if a snow cover is completely melted, expressed in units of depth, on a corresponding horizontal surface area.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sodium,Sodium,"A chemical element with symbol Na (from Latin natrium) and atomic number 11. It is a soft, silvery-white, highly reactive metal. Sodium is an alkali metal, being in group 1 of the periodic table, because it has a single electron in its outer shell that it readily donates, creating a positively charged ion—the Na+ cation. Its only stable isotope is 23Na. The free metal does not occur in nature, but must be prepared from compounds. Sodium is the sixth most abundant element in the Earth's crust and exists in numerous minerals such as feldspars, sodalite, and rock salt (NaCl). Many salts of sodium are highly water-soluble: sodium ions have been leached by the action of water from the Earth's minerals over eons, and thus sodium and chlorine are the most common dissolved elements by weight in the oceans. ",,Wikipedia,https://en.wikipedia.org/wiki/Sodium,Added to support Critical Zone Observatory (CZO) data use cases. 
sodiumAdsorptionRatio,Sodium adsorption ratio,Sodium adsorption ratio,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sodiumDissolved,"Sodium, dissolved",Dissolved Sodium (Na),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sodiumFractionOfCations,"Sodium, fraction of cations","Sodium, fraction of cations",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sodiumPlusPotassium,Sodium plus potassium,Sodium plus potassium,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sodiumTotal,"Sodium, total",Total Sodium (Na),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
soilAggregateStability,Soil aggregate stability,"Soil aggregate stability is a measure of the ability of soil aggregates to resist degradation when exposed to external forces such as water erosion and wind erosion, shrinking and swelling processes, and tillage. Soil aggregate stability is a measure of soil structure and can be impacted by soil management.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_aggregate_stability,Added to support Critical Zone Observatory (CZO) data use cases. 
soilClassification,Soil classification,"For soil resources, experience has shown that a natural system approach to classification, i.e. grouping soils by their intrinsic property (soil morphology), behaviour, or genesis, results in classes that can be interpreted for many diverse uses. Differing concepts of pedogenesis, and differences in the significance of morphological features to various land uses can affect the classification approach.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_classification,Added to support Critical Zone Observatory (CZO) data use cases. 
soilCoarseFraction,Soil coarse fraction,Fraction of particles within a soil sample that are greater that 2mm in diameter,,,"http://info.reynoldscreekczo.org/dokuwiki/doku.php?id=soil_texture, https://en.wikipedia.org/wiki/Soil_texture",Added to support Critical Zone Observatory (CZO) data use cases. 
soilHorizon,Soil horizon,"A soil horizon is a layer parallel to the soil surface, whose physical characteristics differ from the layers above and beneath. Each soil type usually has three or four horizons.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_horizon,Added to support Critical Zone Observatory (CZO) data use cases. 
soilOrganicMatter,Soil organic matter (SOM),"Soil organic matter (SOM) is the organic matter component of soil, consisting of plant and animal residues at various stages of decomposition, cells and tissues of soil organisms, and substances synthesized by soil organisms.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_organic_matter,Added to support Critical Zone Observatory (CZO) data use cases. 
soilOrganicMatterDensityFractionation,Soil organic matter (SOM) density fractionation,"Density fraction of Soil organic matter (SOM) in soil. Soil organic matter (SOM) is the organic matter component of soil, consisting of plant and animal residues at various stages of decomposition, cells and tissues of soil organisms, and substances synthesized by soil organisms.",,Wikipedia,https://en.wikipedia.org/wiki/Mass_fraction_(chemistry),Added to support Critical Zone Observatory (CZO) data use cases. 
soilRespiration,Soil respiration,"Soil respiration refers to the production of carbon dioxide when soil organisms respire. This includes respiration of plant roots, the rhizosphere, microbes and fauna.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_respiration,Added to support Critical Zone Observatory (CZO) data use cases. 
soilTexture,Soil texture,"Soil texture is a classification instrument used both in the field and laboratory to determine soil classes based on their physical texture. Soil texture can be determined using qualitative methods such as texture by feel, and quantitative methods such as the hydrometer method.",,Wikipedia,https://en.wikipedia.org/wiki/Soil_texture,Added to support Critical Zone Observatory (CZO) data use cases. 
solidsRixedDissolved,"Solids, fixed dissolved",Fixed Dissolved Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsFixedSuspended,"Solids, fixed suspended",Fixed Suspended Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsTotal,"Solids, total",Total Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsTotalDissolved,"Solids, total dissolved",Total Dissolved Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsTotalFixed,"Solids, total fixed",Total Fixed Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsTotalSuspended,"Solids, total suspended",Total Suspended Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsTotalVolatile,"Solids, total volatile",Total Volatile Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsVolatileDissolved,"Solids, volatile dissolved",Volatile Dissolved Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
solidsVolatileSuspended,"Solids, volatile suspended",Volatile Suspended Solids,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
spartinaAlternifloraCoverage,Spartina alterniflora coverage,Areal coverage of the plant Spartina alterniflora,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
spartinaSpartineaCoverage,Spartina spartinea coverage,Areal coverage of the plant Spartina spartinea,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
specificConductance,Specific conductance,Specific conductance,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
speedOfSound,Speed of sound,Speed of sound in the medium sampled,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
squalene,Squalene,Squalene (C30H50),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
streamflow,Streamflow,The volume of water flowing past a fixed point.  Equivalent to discharge,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
streptococciFecal,"Streptococci, fecal",Fecal Streptococci,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
strontium,Strontium,"Strontium is the chemical element with symbol Sr and atomic number 38. An alkaline earth metal, strontium is a soft silver-white yellowish metallic element that is highly chemically reactive. The metal forms a dark oxide layer when it is exposed to air. Strontium has physical and chemical properties similar to those of its two vertical neighbors in the periodic table, calcium and barium. It occurs naturally mainly in the minerals celestine and strontianite, and is mostly mined from these. While natural strontium is stable, the synthetic 90Sr isotope is radioactive and is one of the most dangerous components of nuclear fallout, as strontium is absorbed by the body in a similar manner to calcium. Natural stable strontium, on the other hand, is not hazardous to health.",,Wikipedia,https://en.wikipedia.org/wiki/Strontium,Added to support Critical Zone Observatory (CZO) data use cases. 
strontiumDissolved,"Strontium, dissolved",Dissolved Strontium (Sr),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
strontiumTotal,"Strontium, total",Total Strontium (Sr),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
styrene,Styrene,Styrene (C8H8),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
suaedaLinearisCoverage,Suaeda linearis coverage,Areal coverage of the plant Suaeda linearis,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
suaedaMaritimaCoverage,Suaeda maritima coverage,Areal coverage of the plant Suaeda maritima,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfate,Sulfate,"The sulfate or sulphate (see spelling differences) ion is a polyatomic anion with the empirical formula SO2-
 4. Sulfate is the spelling recommended by IUPAC, but sulphate is used in British English. Salts, acid derivatives, and peroxides of sulfate are widely used in industry. Sulfates occur widely in everyday life. Sulfates are salts of sulfuric acid and many are prepared from that acid.",,Wikipedia,https://en.wikipedia.org/wiki/Sulfate,Added to support Critical Zone Observatory (CZO) data use cases. 
sulfateDissolved,"Sulfate, dissolved",Dissolved Sulfate (SO4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfateTotal,"Sulfate, total",Total Sulfate (SO4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfideDissolved,"Sulfide, dissolved",Dissolved Sulfide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfideTotal,"Sulfide, total",Total sulfide,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfur,Sulfur,Sulfur (S),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfurDioxide,Sulfur dioxide,Sulfur dioxide (SO2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfurDissolved,"Sulfur, dissolved",Dissolved Sulfur (S),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfurOrganic,"Sulfur, organic",Organic Sulfur,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sulfurPyritic,"Sulfur, pyritic",Pyritic Sulfur,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
sunshineDuration,Sunshine duration,Sunshine duration,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
superoxideDismutaseActivity,"Superoxide dismutase, activity",Superoxide dismutase (SOD) activity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
superoxideDismutaseDeltaCycleThreshold,"Superoxide dismutase, delta cycle threshold","Delta cycle threshold for superoxide dismutase (sod). Cycle threshold is the PCR cycle number at which the fluorescent signal of the gene being amplified crosses the set threshold. Delta cycle threshold for sod is the difference between the cycle threshold (Ct) of sod gene expression and the cycle threshold (Ct) for the gene expression of the reference gene (e.g., beta-actin).",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
SUVA254,SUVA254,Specific ultraviolet absorbance at 254 nm. Determined by absorbance normalized to DOC concentration.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
SUVA280,SUVA280,Specific ultraviolet absorbance at 280 nm. Determined by absorbance normalized to dissolved organic carbon (DOC) concentration.,,Wikipedia,https://en.wikipedia.org/wiki/Specific_ultraviolet_absorbance,Added to support Critical Zone Observatory (CZO) data use cases. 
tableOverrunErrorCount,Table overrun error count,A counter which counts the number of datalogger table overrun errors,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
tantalum,Tantalum,"Tantalum is a rare, hard, blue-gray, lustrous transition metal that is highly corrosion-resistant. It is part of the refractory metals group, which are widely used as minor components in alloys.",,Wikipedia,https://en.wikipedia.org/wiki/Tantalum,Added to support Critical Zone Observatory (CZO) data use cases. 
taxaCount,Taxa count,"Count of unique taxa. A taxon (plural: taxa) is a group of one (or more) populations of organism(s), which is judged to be a unit.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
TDRWaveformRelativeLength,TDR waveform relative length,"Time domain reflextometry, apparent length divided by probe length. Square root of dielectric",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
technetium,Technetium,"Technetium is a chemical element with symbol Tc and atomic number 43. It is the lightest element whose isotopes are all radioactive; none are stable, excluding the fully ionized state of 97Tc.",,Wikipedia,https://en.wikipedia.org/wiki/Technetium,Added to support Critical Zone Observatory (CZO) data use cases. 
temperature,Temperature,Temperature,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
temperatureChange,Temperature change,temperature change,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
temperatureDatalogger,"Temperature, datalogger","Temperature, raw data from datalogger",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
temperatureDewPoint,"Temperature, dew point",Dew point temperature,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
